"respID";"taskID";"setID";"prodID1";"prodID2";"prodID3";"choice";"age";"gender";"region"
3211;4;524;102;114;60;3;31;"female";"Rogaland"
3211;5;312;29;1;71;1;31;"female";"Rogaland"
3211;6;1;12;126;60;1;31;"female";"Rogaland"
3211;7;944;64;81;97;3;31;"female";"Rogaland"
3211;8;862;101;6;21;1;31;"female";"Rogaland"
3211;9;638;60;106;124;2;31;"female";"Rogaland"
3211;10;498;64;98;22;3;31;"female";"Rogaland"
3211;11;52;42;133;19;2;31;"female";"Rogaland"
3211;12;519;21;28;22;3;31;"female";"Rogaland"
3286;1;197;4;106;70;2;18;"male";"Oslo"
3286;2;394;27;23;138;1;18;"male";"Oslo"
3286;3;292;16;4;83;3;18;"male";"Oslo"
3286;4;768;10;51;36;2;18;"male";"Oslo"
3286;5;392;133;109;102;2;18;"male";"Oslo"
3286;6;255;135;55;16;2;18;"male";"Oslo"
3286;7;49;24;71;58;1;18;"male";"Oslo"
3286;8;479;50;20;124;3;18;"male";"Oslo"
3286;9;69;66;133;107;2;18;"male";"Oslo"
3286;10;679;138;1;52;2;18;"male";"Oslo"
3286;11;918;116;74;22;2;18;"male";"Oslo"
3286;12;332;45;19;139;1;18;"male";"Oslo"
19762;1;394;27;23;138;1;34;"male";"Oslo"
19762;2;702;25;30;143;3;34;"male";"Oslo"
19762;3;221;61;8;70;3;34;"male";"Oslo"
19762;4;990;99;7;77;3;34;"male";"Oslo"
19762;5;380;122;82;132;3;34;"male";"Oslo"
19762;6;705;126;19;49;3;34;"male";"Oslo"
19762;7;303;34;7;139;3;34;"male";"Oslo"
19762;8;142;121;100;61;3;34;"male";"Oslo"
19762;9;71;28;122;57;2;34;"male";"Oslo"
19762;10;703;46;89;64;3;34;"male";"Oslo"
19762;11;674;67;2;105;2;34;"male";"Oslo"
19762;12;458;40;103;97;3;34;"male";"Oslo"
33281;1;373;47;62;121;2;32;"female";"Oslo"
33281;2;719;134;129;29;3;32;"female";"Oslo"
33281;3;765;21;45;74;3;32;"female";"Oslo"
33281;4;403;97;49;14;3;32;"female";"Oslo"
33281;5;978;49;20;144;2;32;"female";"Oslo"
33281;6;622;81;64;138;3;32;"female";"Oslo"
33281;7;768;10;51;36;1;32;"female";"Oslo"
33281;8;918;116;74;22;2;32;"female";"Oslo"
33281;9;786;37;37;86;1;32;"female";"Oslo"
33281;10;435;103;66;30;3;32;"female";"Oslo"
33281;11;894;125;45;14;3;32;"female";"Oslo"
33281;12;835;91;82;26;3;32;"female";"Oslo"
43039;1;363;69;60;2;3;46;"male";"Oslo"
43039;2;564;97;56;72;3;46;"male";"Oslo"
43039;3;703;46;89;64;1;46;"male";"Oslo"
43039;4;165;112;64;42;3;46;"male";"Oslo"
43039;5;366;102;142;124;3;46;"male";"Oslo"
43039;6;18;28;140;46;1;46;"male";"Oslo"
43039;7;681;28;104;67;3;46;"male";"Oslo"
43039;8;321;144;64;121;2;46;"male";"Oslo"
43039;9;807;84;44;128;2;46;"male";"Oslo"
43039;10;783;83;43;52;3;46;"male";"Oslo"
43039;11;689;19;44;57;3;46;"male";"Oslo"
43039;12;966;143;24;3;3;46;"male";"Oslo"
8826;1;865;55;43;73;2;43;"female";"Vestfold og Telemark"
8826;2;870;140;57;34;1;43;"female";"Vestfold og Telemark"
8826;3;424;9;30;48;2;43;"female";"Vestfold og Telemark"
8826;4;458;40;103;97;3;43;"female";"Vestfold og Telemark"
8826;5;828;30;58;68;2;43;"female";"Vestfold og Telemark"
8826;6;930;135;126;98;3;43;"female";"Vestfold og Telemark"
8826;7;346;65;131;53;3;43;"female";"Vestfold og Telemark"
8826;8;530;2;134;97;3;43;"female";"Vestfold og Telemark"
8826;9;453;21;29;16;1;43;"female";"Vestfold og Telemark"
8826;10;956;5;6;68;3;43;"female";"Vestfold og Telemark"
8826;11;35;63;46;56;3;43;"female";"Vestfold og Telemark"
8826;12;198;31;9;5;1;43;"female";"Vestfold og Telemark"
15751;1;989;45;47;19;1;34;"male";"Oslo"
15751;2;54;10;117;64;3;34;"male";"Oslo"
15751;3;683;67;7;29;2;34;"male";"Oslo"
15751;4;764;8;93;107;3;34;"male";"Oslo"
15751;5;73;10;76;95;2;34;"male";"Oslo"
15751;6;278;31;24;2;3;34;"male";"Oslo"
15751;7;20;56;12;73;3;34;"male";"Oslo"
15751;8;175;83;124;76;1;34;"male";"Oslo"
15751;9;990;99;7;77;3;34;"male";"Oslo"
15751;10;114;117;20;140;1;34;"male";"Oslo"
15751;11;681;28;104;67;3;34;"male";"Oslo"
15751;12;398;25;25;111;3;34;"male";"Oslo"
25263;1;541;19;52;117;1;23;"female";"Oslo"
25263;2;779;141;83;11;3;23;"female";"Oslo"
25263;3;956;5;6;68;3;23;"female";"Oslo"
25263;4;20;56;12;73;2;23;"female";"Oslo"
25263;5;465;93;76;33;3;23;"female";"Oslo"
25263;6;236;87;81;116;3;23;"female";"Oslo"
25263;7;984;124;128;81;3;23;"female";"Oslo"
25263;8;179;101;135;6;3;23;"female";"Oslo"
25263;9;857;15;133;58;2;23;"female";"Oslo"
25263;10;269;133;57;5;3;23;"female";"Oslo"
25263;11;76;100;112;77;3;23;"female";"Oslo"
25263;12;902;77;46;68;3;23;"female";"Oslo"
26449;1;835;91;82;26;1;32;"female";"Oslo"
26449;2;92;2;48;61;2;32;"female";"Oslo"
26449;3;428;40;62;46;1;32;"female";"Oslo"
26449;4;492;122;40;24;3;32;"female";"Oslo"
26449;5;267;84;124;130;3;32;"female";"Oslo"
26449;6;19;106;49;102;3;32;"female";"Oslo"
26449;7;11;83;122;47;1;32;"female";"Oslo"
26449;8;63;33;36;115;2;32;"female";"Oslo"
26449;9;356;37;65;60;1;32;"female";"Oslo"
26449;10;406;124;65;87;1;32;"female";"Oslo"
26449;11;907;126;102;132;3;32;"female";"Oslo"
26449;12;155;55;114;21;3;32;"female";"Oslo"
41849;1;258;110;131;24;2;22;"male";"Trøndelag"
41849;2;999;99;55;29;3;22;"male";"Trøndelag"
41849;3;252;78;11;48;2;22;"male";"Trøndelag"
41849;4;390;69;70;7;3;22;"male";"Trøndelag"
41849;5;743;30;126;102;2;22;"male";"Trøndelag"
41849;6;228;93;86;105;3;22;"male";"Trøndelag"
41849;7;823;3;127;78;3;22;"male";"Trøndelag"
41849;8;506;37;120;38;1;22;"male";"Trøndelag"
41849;9;48;28;68;85;2;22;"male";"Trøndelag"
41849;10;382;79;133;139;3;22;"male";"Trøndelag"
41849;11;767;3;52;18;1;22;"male";"Trøndelag"
41849;12;668;21;35;8;3;22;"male";"Trøndelag"
11687;1;797;115;73;55;2;21;"male";"Vestfold og Telemark"
11687;2;196;82;3;7;3;21;"male";"Vestfold og Telemark"
11687;3;681;28;104;67;1;21;"male";"Vestfold og Telemark"
11687;4;389;51;30;25;1;21;"male";"Vestfold og Telemark"
11687;5;624;4;34;96;3;21;"male";"Vestfold og Telemark"
11687;6;95;59;63;21;1;21;"male";"Vestfold og Telemark"
11687;7;251;52;28;31;2;21;"male";"Vestfold og Telemark"
11687;8;619;46;116;124;3;21;"male";"Vestfold og Telemark"
11687;9;880;14;63;74;2;21;"male";"Vestfold og Telemark"
11687;10;137;86;19;17;3;21;"male";"Vestfold og Telemark"
11687;11;339;66;77;50;3;21;"male";"Vestfold og Telemark"
11687;12;156;51;102;86;3;21;"male";"Vestfold og Telemark"
28455;1;783;83;43;52;3;46;"female";"Oslo"
28455;2;572;54;61;69;3;46;"female";"Oslo"
28455;3;715;44;59;84;3;46;"female";"Oslo"
28455;4;221;61;8;70;3;46;"female";"Oslo"
28455;5;17;112;65;141;1;46;"female";"Oslo"
28455;6;445;20;35;10;2;46;"female";"Oslo"
28455;7;553;15;2;47;2;46;"female";"Oslo"
28455;8;537;112;144;63;3;46;"female";"Oslo"
28455;9;239;81;128;134;2;46;"female";"Oslo"
28455;10;332;45;19;139;1;46;"female";"Oslo"
28455;11;510;127;90;102;1;46;"female";"Oslo"
28455;12;787;70;40;13;2;46;"female";"Oslo"
13637;1;52;42;133;19;3;26;"male";"Oslo"
13637;2;711;9;144;92;1;26;"male";"Oslo"
13637;3;267;84;124;130;1;26;"male";"Oslo"
13637;4;655;21;88;66;1;26;"male";"Oslo"
13637;5;201;17;3;12;3;26;"male";"Oslo"
13637;6;506;37;120;38;3;26;"male";"Oslo"
13637;7;344;139;60;136;3;26;"male";"Oslo"
13637;8;339;66;77;50;2;26;"male";"Oslo"
13637;9;651;68;70;72;3;26;"male";"Oslo"
13637;10;545;87;76;116;1;26;"male";"Oslo"
13637;11;969;13;14;85;1;26;"male";"Oslo"
13637;12;617;107;92;52;1;26;"male";"Oslo"
21193;1;791;21;90;84;3;19;"male";"Viken"
21193;2;248;116;57;56;1;19;"male";"Viken"
21193;3;17;112;65;141;2;19;"male";"Viken"
21193;4;650;91;105;70;1;19;"male";"Viken"
21193;5;456;21;135;66;3;19;"male";"Viken"
21193;6;530;2;134;97;3;19;"male";"Viken"
21193;7;920;116;47;51;3;19;"male";"Viken"
21193;8;102;43;45;74;2;19;"male";"Viken"
21193;9;857;15;133;58;3;19;"male";"Viken"
21193;10;946;77;91;33;3;19;"male";"Viken"
21193;11;71;28;122;57;3;19;"male";"Viken"
21193;12;359;89;55;140;2;19;"male";"Viken"
2165;1;396;76;46;78;3;21;"female";"Møre og Romsdal"
2165;2;489;79;12;72;1;21;"female";"Møre og Romsdal"
2165;3;80;9;36;39;3;21;"female";"Møre og Romsdal"
2165;4;643;39;113;113;1;21;"female";"Møre og Romsdal"
2165;5;927;52;10;2;1;21;"female";"Møre og Romsdal"
2165;6;227;113;101;45;3;21;"female";"Møre og Romsdal"
2165;7;533;66;135;30;3;21;"female";"Møre og Romsdal"
2165;8;750;2;20;39;2;21;"female";"Møre og Romsdal"
2165;9;830;30;98;33;2;21;"female";"Møre og Romsdal"
2165;10;674;67;2;105;3;21;"female";"Møre og Romsdal"
2165;11;28;69;3;44;1;21;"female";"Møre og Romsdal"
2165;12;420;50;9;67;3;21;"female";"Møre og Romsdal"
32665;1;154;116;64;21;3;40;"male";"Troms og Finnmark"
32665;2;641;20;15;1;3;40;"male";"Troms og Finnmark"
32665;3;90;126;11;87;2;40;"male";"Troms og Finnmark"
32665;4;277;18;101;90;1;40;"male";"Troms og Finnmark"
32665;5;938;122;1;138;3;40;"male";"Troms og Finnmark"
32665;6;376;129;2;60;2;40;"male";"Troms og Finnmark"
32665;7;981;56;90;24;3;40;"male";"Troms og Finnmark"
32665;8;870;140;57;34;2;40;"male";"Troms og Finnmark"
32665;9;633;6;123;73;2;40;"male";"Troms og Finnmark"
32665;10;675;98;81;34;3;40;"male";"Troms og Finnmark"
32665;11;606;47;108;90;1;40;"male";"Troms og Finnmark"
32665;12;12;44;63;61;3;40;"male";"Troms og Finnmark"
23467;1;993;105;64;141;3;25;"male";"Rogaland"
23467;2;761;77;132;10;2;25;"male";"Rogaland"
23467;3;492;122;40;24;1;25;"male";"Rogaland"
23467;4;141;56;126;130;3;25;"male";"Rogaland"
23467;5;818;24;31;82;3;25;"male";"Rogaland"
23467;6;960;64;105;52;3;25;"male";"Rogaland"
23467;7;545;87;76;116;2;25;"male";"Rogaland"
23467;8;152;114;38;36;3;25;"male";"Rogaland"
23467;9;9;51;30;131;1;25;"male";"Rogaland"
23467;10;671;116;75;140;1;25;"male";"Rogaland"
23467;11;352;79;28;76;3;25;"male";"Rogaland"
23467;12;706;134;43;137;3;25;"male";"Rogaland"
30826;1;384;122;101;134;3;47;"female";"Oslo"
30826;2;287;1;76;108;1;47;"female";"Oslo"
30826;3;60;12;49;134;1;47;"female";"Oslo"
30826;4;603;95;95;37;1;47;"female";"Oslo"
30826;5;611;99;41;137;1;47;"female";"Oslo"
30826;6;374;12;115;61;2;47;"female";"Oslo"
30826;7;737;96;88;25;2;47;"female";"Oslo"
30826;8;407;52;28;7;3;47;"female";"Oslo"
30826;9;882;101;15;120;2;47;"female";"Oslo"
30826;10;933;85;101;1;3;47;"female";"Oslo"
30826;11;202;116;11;3;3;47;"female";"Oslo"
30826;12;683;67;7;29;1;47;"female";"Oslo"
14689;1;659;12;6;111;1;58;"female";"Innlandet"
14689;2;912;108;50;141;2;58;"female";"Innlandet"
14689;3;751;55;79;141;3;58;"female";"Innlandet"
14689;4;167;96;137;62;1;58;"female";"Innlandet"
14689;5;608;95;44;19;1;58;"female";"Innlandet"
14689;6;752;63;50;11;2;58;"female";"Innlandet"
14689;7;306;66;133;13;3;58;"female";"Innlandet"
14689;8;504;141;96;125;3;58;"female";"Innlandet"
14689;9;915;29;133;36;3;58;"female";"Innlandet"
14689;10;132;77;29;73;2;58;"female";"Innlandet"
14689;11;179;101;135;6;3;58;"female";"Innlandet"
14689;12;163;57;144;80;2;58;"female";"Innlandet"
19496;1;290;50;68;29;1;19;"male";"Vestland"
19496;2;925;126;83;139;2;19;"male";"Vestland"
19496;3;589;91;114;34;1;19;"male";"Vestland"
19496;4;484;132;56;34;2;19;"male";"Vestland"
19496;5;468;75;115;66;1;19;"male";"Vestland"
19496;6;310;46;95;20;3;19;"male";"Vestland"
19496;7;230;131;20;5;2;19;"male";"Vestland"
19496;8;323;135;21;74;3;19;"male";"Vestland"
19496;9;857;15;133;58;3;19;"male";"Vestland"
19496;10;213;91;113;109;1;19;"male";"Vestland"
19496;11;309;124;124;125;3;19;"male";"Vestland"
19496;12;424;9;30;48;1;19;"male";"Vestland"
14795;1;645;81;73;143;2;50;"female";"Oslo"
14795;2;261;38;78;107;3;50;"female";"Oslo"
14795;3;467;143;16;68;1;50;"female";"Oslo"
14795;4;492;122;40;24;3;50;"female";"Oslo"
14795;5;862;101;6;21;3;50;"female";"Oslo"
14795;6;583;77;56;19;1;50;"female";"Oslo"
14795;7;366;102;142;124;2;50;"female";"Oslo"
14795;8;145;82;6;9;2;50;"female";"Oslo"
14795;9;477;120;37;19;3;50;"female";"Oslo"
14795;10;256;38;79;137;1;50;"female";"Oslo"
14795;11;98;31;21;113;1;50;"female";"Oslo"
14795;12;529;82;130;66;1;50;"female";"Oslo"
20419;1;189;55;63;120;3;45;"male";"Innlandet"
20419;2;267;84;124;130;1;45;"male";"Innlandet"
20419;3;270;121;100;101;1;45;"male";"Innlandet"
20419;4;360;2;41;65;3;45;"male";"Innlandet"
20419;5;161;140;29;30;3;45;"male";"Innlandet"
20419;6;674;67;2;105;3;45;"male";"Innlandet"
20419;7;960;64;105;52;2;45;"male";"Innlandet"
20419;8;138;142;98;20;2;45;"male";"Innlandet"
20419;9;738;93;131;98;1;45;"male";"Innlandet"
20419;10;893;67;29;84;3;45;"male";"Innlandet"
20419;11;550;11;86;141;1;45;"male";"Innlandet"
20419;12;205;81;57;33;1;45;"male";"Innlandet"
16703;1;780;57;123;133;1;39;"male";"Troms og Finnmark"
16703;2;291;2;51;71;3;39;"male";"Troms og Finnmark"
16703;3;104;143;130;20;1;39;"male";"Troms og Finnmark"
16703;4;187;130;21;115;2;39;"male";"Troms og Finnmark"
16703;5;33;66;13;140;1;39;"male";"Troms og Finnmark"
16703;6;238;48;113;78;3;39;"male";"Troms og Finnmark"
16703;7;939;129;79;100;2;39;"male";"Troms og Finnmark"
16703;8;118;136;82;97;1;39;"male";"Troms og Finnmark"
16703;9;779;141;83;11;2;39;"male";"Troms og Finnmark"
16703;10;840;23;32;86;3;39;"male";"Troms og Finnmark"
16703;11;593;1;77;27;3;39;"male";"Troms og Finnmark"
16703;12;772;113;132;59;2;39;"male";"Troms og Finnmark"
7623;1;588;86;12;88;3;29;"male";"Oslo"
7623;2;303;34;7;139;1;29;"male";"Oslo"
7623;3;696;88;81;82;1;29;"male";"Oslo"
7623;4;14;47;112;24;3;29;"male";"Oslo"
7623;5;563;94;93;60;2;29;"male";"Oslo"
7623;6;667;124;19;121;1;29;"male";"Oslo"
7623;7;587;65;25;8;2;29;"male";"Oslo"
7623;8;433;103;20;80;2;29;"male";"Oslo"
7623;9;413;142;123;24;3;29;"male";"Oslo"
7623;10;422;20;125;10;2;29;"male";"Oslo"
7623;11;236;87;81;116;3;29;"male";"Oslo"
7623;12;275;128;4;96;3;29;"male";"Oslo"
9983;1;277;18;101;90;3;30;"male";"Vestland"
9983;2;49;24;71;58;3;30;"male";"Vestland"
9983;3;262;28;98;92;2;30;"male";"Vestland"
9983;4;325;144;77;64;2;30;"male";"Vestland"
9983;5;753;12;43;30;3;30;"male";"Vestland"
9983;6;216;90;19;133;3;30;"male";"Vestland"
9983;7;254;85;131;70;2;30;"male";"Vestland"
9983;8;144;100;49;49;2;30;"male";"Vestland"
9983;9;457;46;71;112;3;30;"male";"Vestland"
9983;10;875;64;66;55;3;30;"male";"Vestland"
9983;11;741;36;22;63;1;30;"male";"Vestland"
9983;12;846;10;126;106;3;30;"male";"Vestland"
38769;1;639;96;64;107;2;57;"male";"Oslo"
38769;2;702;25;30;143;1;57;"male";"Oslo"
38769;3;69;66;133;107;3;57;"male";"Oslo"
38769;4;120;131;101;80;3;57;"male";"Oslo"
38769;5;30;62;12;129;2;57;"male";"Oslo"
38769;6;830;30;98;33;1;57;"male";"Oslo"
38769;7;941;64;114;23;3;57;"male";"Oslo"
38769;8;628;19;138;117;3;57;"male";"Oslo"
38769;9;580;123;5;119;2;57;"male";"Oslo"
38769;10;992;115;128;108;1;57;"male";"Oslo"
38769;11;96;85;57;38;2;57;"male";"Oslo"
38769;12;604;20;4;8;2;57;"male";"Oslo"
30479;1;469;116;113;80;3;52;"male";"Oslo"
30479;2;692;30;77;64;1;52;"male";"Oslo"
30479;3;70;79;48;59;3;52;"male";"Oslo"
30479;4;810;80;57;93;2;52;"male";"Oslo"
30479;5;276;42;108;116;1;52;"male";"Oslo"
30479;6;763;127;10;124;3;52;"male";"Oslo"
30479;7;465;93;76;33;1;52;"male";"Oslo"
30479;8;75;40;96;114;1;52;"male";"Oslo"
30479;9;296;142;6;55;1;52;"male";"Oslo"
30479;10;405;80;93;54;2;52;"male";"Oslo"
30479;11;741;36;22;63;3;52;"male";"Oslo"
30479;12;736;119;77;48;2;52;"male";"Oslo"
6407;1;58;135;54;24;1;31;"male";"Oslo"
6407;2;83;2;116;134;2;31;"male";"Oslo"
6407;3;299;70;29;31;2;31;"male";"Oslo"
6407;4;769;44;21;142;2;31;"male";"Oslo"
6407;5;674;67;2;105;2;31;"male";"Oslo"
6407;6;76;100;112;77;3;31;"male";"Oslo"
6407;7;910;60;9;109;2;31;"male";"Oslo"
6407;8;579;9;3;75;3;31;"male";"Oslo"
6407;9;816;34;36;91;1;31;"male";"Oslo"
6407;10;532;125;110;79;3;31;"male";"Oslo"
6407;11;256;38;79;137;3;31;"male";"Oslo"
6407;12;602;83;5;120;1;31;"male";"Oslo"
45617;1;132;77;29;73;1;23;"female";"Vestland"
45617;2;4;123;20;91;1;23;"female";"Vestland"
45617;3;730;141;4;91;3;23;"female";"Vestland"
45617;4;961;10;66;37;2;23;"female";"Vestland"
45617;5;217;8;108;133;1;23;"female";"Vestland"
45617;6;765;21;45;74;2;23;"female";"Vestland"
45617;7;81;124;83;74;1;23;"female";"Vestland"
45617;8;725;30;41;61;2;23;"female";"Vestland"
45617;9;548;76;78;104;1;23;"female";"Vestland"
45617;10;657;21;59;74;3;23;"female";"Vestland"
45617;11;423;10;115;139;3;23;"female";"Vestland"
45617;12;249;89;11;106;3;23;"female";"Vestland"
33634;1;59;28;126;40;2;23;"female";"Oslo"
33634;2;581;65;99;12;3;23;"female";"Oslo"
33634;3;733;10;124;61;1;23;"female";"Oslo"
33634;4;137;86;19;17;1;23;"female";"Oslo"
33634;5;799;30;98;18;3;23;"female";"Oslo"
33634;6;198;31;9;5;3;23;"female";"Oslo"
33634;7;297;55;8;139;2;23;"female";"Oslo"
33634;8;415;30;94;99;2;23;"female";"Oslo"
33634;9;547;60;62;121;2;23;"female";"Oslo"
33634;10;73;10;76;95;3;23;"female";"Oslo"
33634;11;817;25;29;2;1;23;"female";"Oslo"
33634;12;251;52;28;31;3;23;"female";"Oslo"
13585;1;934;123;65;39;1;26;"male";"Oslo"
13585;2;594;104;30;70;3;26;"male";"Oslo"
13585;3;913;31;35;115;2;26;"male";"Oslo"
13585;4;333;65;105;41;2;26;"male";"Oslo"
13585;5;364;66;143;90;3;26;"male";"Oslo"
13585;6;175;83;124;76;3;26;"male";"Oslo"
13585;7;605;127;10;77;2;26;"male";"Oslo"
13585;8;234;28;69;27;1;26;"male";"Oslo"
13585;9;821;122;21;41;1;26;"male";"Oslo"
13585;10;272;55;135;45;3;26;"male";"Oslo"
13585;11;143;69;42;126;2;26;"male";"Oslo"
13585;12;347;108;41;103;1;26;"male";"Oslo"
22085;1;150;98;42;28;2;34;"female";"Oslo"
22085;2;136;40;60;44;1;34;"female";"Oslo"
22085;3;321;144;64;121;3;34;"female";"Oslo"
22085;4;966;143;24;3;1;34;"female";"Oslo"
22085;5;214;104;28;63;3;34;"female";"Oslo"
22085;6;198;31;9;5;3;34;"female";"Oslo"
22085;7;773;59;138;79;3;34;"female";"Oslo"
22085;8;474;19;87;7;1;34;"female";"Oslo"
22085;9;521;91;14;127;2;34;"female";"Oslo"
22085;10;799;30;98;18;2;34;"female";"Oslo"
22085;11;67;70;62;89;3;34;"female";"Oslo"
22085;12;425;42;67;67;2;34;"female";"Oslo"
2835;1;32;89;40;88;3;46;"male";"Oslo"
2835;2;309;124;124;125;3;46;"male";"Oslo"
2835;3;23;62;28;109;3;46;"male";"Oslo"
2835;4;594;104;30;70;1;46;"male";"Oslo"
2835;5;982;99;20;61;3;46;"male";"Oslo"
2835;6;314;66;117;138;3;46;"male";"Oslo"
2835;7;407;52;28;7;2;46;"male";"Oslo"
2835;8;505;55;112;128;3;46;"male";"Oslo"
2835;9;115;132;55;97;1;46;"male";"Oslo"
2835;10;793;38;81;139;3;46;"male";"Oslo"
2835;11;294;54;12;94;3;46;"male";"Oslo"
2835;12;542;105;102;71;3;46;"male";"Oslo"
43221;1;678;139;101;22;3;24;"female";"Trøndelag"
43221;2;644;102;130;37;2;24;"female";"Trøndelag"
43221;3;502;2;61;28;3;24;"female";"Trøndelag"
43221;4;721;89;84;94;3;24;"female";"Trøndelag"
43221;5;884;88;12;16;3;24;"female";"Trøndelag"
43221;6;582;106;59;11;2;24;"female";"Trøndelag"
43221;7;154;116;64;21;1;24;"female";"Trøndelag"
43221;8;39;86;40;130;1;24;"female";"Trøndelag"
43221;9;352;79;28;76;3;24;"female";"Trøndelag"
43221;10;923;120;3;110;2;24;"female";"Trøndelag"
43221;11;638;60;106;124;2;24;"female";"Trøndelag"
43221;12;743;30;126;102;2;24;"female";"Trøndelag"
22099;1;958;108;52;36;3;23;"female";"Oslo"
22099;2;331;136;48;6;1;23;"female";"Oslo"
22099;3;661;116;101;144;3;23;"female";"Oslo"
22099;4;353;136;23;14;2;23;"female";"Oslo"
22099;5;627;31;11;103;2;23;"female";"Oslo"
22099;6;328;20;70;104;3;23;"female";"Oslo"
22099;7;17;112;65;141;3;23;"female";"Oslo"
22099;8;380;122;82;132;1;23;"female";"Oslo"
22099;9;862;101;6;21;2;23;"female";"Oslo"
22099;10;846;10;126;106;2;23;"female";"Oslo"
22099;11;408;122;82;32;2;23;"female";"Oslo"
22099;12;135;77;46;77;2;23;"female";"Oslo"
42043;1;195;4;135;131;2;47;"female";"Vestland"
42043;2;929;25;15;116;2;47;"female";"Vestland"
42043;3;728;4;32;21;3;47;"female";"Vestland"
42043;4;207;20;99;31;2;47;"female";"Vestland"
42043;5;475;19;142;55;1;47;"female";"Vestland"
42043;6;280;18;94;58;2;47;"female";"Vestland"
42043;7;599;98;138;90;1;47;"female";"Vestland"
42043;8;889;113;114;100;3;47;"female";"Vestland"
42043;9;46;36;20;107;3;47;"female";"Vestland"
42043;10;27;40;12;111;2;47;"female";"Vestland"
42043;11;396;76;46;78;1;47;"female";"Vestland"
42043;12;49;24;71;58;3;47;"female";"Vestland"
26442;1;136;40;60;44;2;23;"male";"Viken"
26442;2;225;114;37;89;2;23;"male";"Viken"
26442;3;854;51;28;141;2;23;"male";"Viken"
26442;4;610;107;57;80;3;23;"male";"Viken"
26442;5;901;141;85;141;2;23;"male";"Viken"
26442;6;890;21;133;79;3;23;"male";"Viken"
26442;7;77;54;96;125;2;23;"male";"Viken"
26442;8;723;116;12;133;3;23;"male";"Viken"
26442;9;607;84;9;27;2;23;"male";"Viken"
26442;10;922;81;133;14;1;23;"male";"Viken"
26442;11;20;56;12;73;2;23;"male";"Viken"
26442;12;669;96;10;22;3;23;"male";"Viken"
37940;1;184;69;29;25;3;49;"male";"Oslo"
37940;2;246;29;69;41;3;49;"male";"Oslo"
37940;3;137;86;19;17;3;49;"male";"Oslo"
37940;4;720;10;132;60;3;49;"male";"Oslo"
37940;5;725;30;41;61;3;49;"male";"Oslo"
37940;6;225;114;37;89;1;49;"male";"Oslo"
37940;7;255;135;55;16;3;49;"male";"Oslo"
37940;8;561;25;7;57;2;49;"male";"Oslo"
37940;9;946;77;91;33;2;49;"male";"Oslo"
37940;10;554;108;37;104;3;49;"male";"Oslo"
37940;11;457;46;71;112;3;49;"male";"Oslo"
37940;12;651;68;70;72;1;49;"male";"Oslo"
41153;1;577;84;114;39;3;48;"female";"Vestfold og Telemark"
41153;2;354;81;66;85;2;48;"female";"Vestfold og Telemark"
41153;3;203;125;46;115;3;48;"female";"Vestfold og Telemark"
41153;4;473;98;56;102;2;48;"female";"Vestfold og Telemark"
41153;5;113;115;11;59;1;48;"female";"Vestfold og Telemark"
41153;6;318;118;42;98;3;48;"female";"Vestfold og Telemark"
41153;7;974;11;53;121;3;48;"female";"Vestfold og Telemark"
41153;8;511;53;128;45;1;48;"female";"Vestfold og Telemark"
41153;9;242;21;90;111;3;48;"female";"Vestfold og Telemark"
41153;10;223;65;144;89;3;48;"female";"Vestfold og Telemark"
41153;11;526;1;93;117;2;48;"female";"Vestfold og Telemark"
41153;12;980;53;131;13;3;48;"female";"Vestfold og Telemark"
32919;1;232;16;69;45;3;38;"male";"Oslo"
32919;2;856;115;38;17;1;38;"male";"Oslo"
32919;3;37;116;102;114;1;38;"male";"Oslo"
32919;4;873;78;37;5;3;38;"male";"Oslo"
32919;5;605;127;10;77;1;38;"male";"Oslo"
32919;6;138;142;98;20;3;38;"male";"Oslo"
32919;7;49;24;71;58;3;38;"male";"Oslo"
32919;8;564;97;56;72;3;38;"male";"Oslo"
32919;9;967;20;114;67;3;38;"male";"Oslo"
32919;10;662;135;143;33;3;38;"male";"Oslo"
32919;11;684;12;23;71;3;38;"male";"Oslo"
32919;12;767;3;52;18;3;38;"male";"Oslo"
11563;1;992;115;128;108;1;43;"female";"Oslo"
11563;2;779;141;83;11;2;43;"female";"Oslo"
11563;3;274;54;94;101;3;43;"female";"Oslo"
11563;4;639;96;64;107;1;43;"female";"Oslo"
11563;5;140;1;83;16;2;43;"female";"Oslo"
11563;6;199;95;64;6;1;43;"female";"Oslo"
11563;7;899;57;43;131;1;43;"female";"Oslo"
11563;8;443;106;102;133;2;43;"female";"Oslo"
11563;9;686;19;59;100;3;43;"female";"Oslo"
11563;10;850;124;7;3;3;43;"female";"Oslo"
11563;11;191;21;66;10;2;43;"female";"Oslo"
11563;12;880;14;63;74;3;43;"female";"Oslo"
39265;1;817;25;29;2;1;19;"male";"Oslo"
39265;2;838;100;144;121;3;19;"male";"Oslo"
39265;3;30;62;12;129;3;19;"male";"Oslo"
39265;4;198;31;9;5;3;19;"male";"Oslo"
39265;5;804;103;28;17;2;19;"male";"Oslo"
39265;6;181;1;116;63;3;19;"male";"Oslo"
39265;7;669;96;10;22;3;19;"male";"Oslo"
39265;8;805;88;48;80;3;19;"male";"Oslo"
39265;9;189;55;63;120;2;19;"male";"Oslo"
39265;10;878;54;45;34;2;19;"male";"Oslo"
